mat,bieu,series,tinh,nam,ky,vnd,nghin_ty
CHI  dự toán,B46,DỰ TOÁN,Thái Nguyên,2021,Năm,16060000000000,16.06
CHI  dự toán,B46,DỰ TOÁN,Thái Nguyên,2018,Năm,13829375000000,13.8294
CHI  dự toán,B46,DỰ TOÁN,Thái Nguyên,2020,Năm,16183049000000,16.183
CHI  dự toán,B46,DỰ TOÁN,Thái Nguyên,2019,Năm,14875774000000,14.8758
CHI  dự toán,B46,DỰ TOÁN,Thanh Hóa,2021,Năm,32538512000000,32.5385
CHI  dự toán,B46,DỰ TOÁN,Tuyên Quang,2022,Năm,10933141000000,10.9331
CHI  dự toán,B46,DỰ TOÁN,Tuyên Quang,2020,Năm,9277800000000,9.2778
CHI  dự toán,B46,DỰ TOÁN,Tuyên Quang,2019,Năm,7468344000000,7.4683
CHI  dự toán,B46,DỰ TOÁN,Vĩnh Long,2024,Năm,11067447000000,11.0674
CHI  dự toán,B46,DỰ TOÁN,Vĩnh Long,2022,Năm,8538876000000,8.5389
CHI  dự toán,B46,DỰ TOÁN,Vĩnh Long,2021,Năm,8471663000000,8.4717
CHI  dự toán,B46,DỰ TOÁN,Vĩnh Long,2018,Năm,8353769000000,8.3538
CHI  dự toán,B46,DỰ TOÁN,Vĩnh Long,2020,Năm,9239330000000,9.2393
CHI  dự toán,B46,DỰ TOÁN,Vĩnh Long,2019,Năm,8449897000000,8.4499
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2018,Quý 1,302437000000,0.3024
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2018,Quý 2,342174000000,0.3422
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2018,Quý 3,0,0.0
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2018,Quý 4,905389000000,0.9054
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2019,Quý 1,335814000000,0.3358
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2019,Quý 2,324239000000,0.3242
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2019,Quý 3,393669000000,0.3937
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2019,Quý 4,1091278000000,1.0913
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2020,Quý 1,373673000000,0.3737
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2020,Quý 2,333559000000,0.3336
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2020,Quý 3,256149000000,0.2561
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2020,Quý 4,856619000000,0.8566
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2023,Quý 1,532778000000,0.5328
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2023,Quý 2,417702000000,0.4177
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2023,Quý 3,488292000000,0.4883
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cao Bằng,2023,Quý 4,0,0.0
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cà Mau,2023,Quý 1,1414000000000,1.414
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cà Mau,2023,Quý 2,1253039000000,1.253
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cà Mau,2023,Quý 3,1438750000000,1.4387
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cà Mau,2023,Quý 4,1646480000000,1.6465
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2020,Quý 1,6678669000000,6.6787
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2020,Quý 2,3375856000000,3.3759
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2020,Quý 3,5744053000000,5.7441
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2020,Quý 4,3966482000000,3.9665
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2019,Quý 1,3212110000000,3.2121
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2019,Quý 2,3797219000000,3.7972
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2019,Quý 3,3142889000000,3.1429
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2019,Quý 4,3339650000000,3.3396
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2020,Quý 1,3905684000000,3.9057
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2020,Quý 2,2794496000000,2.7945
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2020,Quý 3,2663136000000,2.6631
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2020,Quý 4,3646882000000,3.6469
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2023,Quý 1,3473366000000,3.4734
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2023,Quý 2,5286532000000,5.2865
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2023,Quý 3,4260421000000,4.2604
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2023,Quý 4,5160956000000,5.161
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hải Phòng,2023,Quý 1,23977940000000,23.9779
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hải Phòng,2023,Quý 2,22512810000000,22.5128
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hải Phòng,2023,Quý 3,18883243000000,18.8832
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hải Phòng,2023,Quý 4,38252995000000,38.253
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2021,Quý 1,4221784000000,4.2218
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2021,Quý 2,3036032000000,3.036
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2021,Quý 3,2698945000000,2.6989
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2021,Quý 4,4152402000000,4.1524
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2018,Quý 1,352077000000,0.3521
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2018,Quý 2,509923000000,0.5099
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2018,Quý 3,795600000000,0.7956
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2018,Quý 4,465400000000,0.4654
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2019,Quý 1,448600000000,0.4486
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2019,Quý 2,501400000000,0.5014
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2019,Quý 3,597195000000,0.5972
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2019,Quý 4,660250000000,0.6603
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2020,Quý 1,310401000000,0.3104
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2020,Quý 2,391936000000,0.3919
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2020,Quý 3,751487000000,0.7515
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2020,Quý 4,873411000000,0.8734
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2021,Quý 1,312577000000,0.3126
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2021,Quý 2,490345000000,0.4903
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2021,Quý 3,656702000000,0.6567
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2021,Quý 4,605366000000,0.6054
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2022,Quý 1,377328000000,0.3773
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2022,Quý 2,538126000000,0.5381
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2022,Quý 3,761546000000,0.7615
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2022,Quý 4,545310000000,0.5453
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lâm Đồng,2022,Quý 1,3789515000000,3.7895
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lâm Đồng,2022,Quý 2,3924028000000,3.924
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lâm Đồng,2022,Quý 3,3097065000000,3.0971
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lâm Đồng,2022,Quý 4,2581659000000,2.5817
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2019,Quý 1,1375728000000,1.3757
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2019,Quý 2,1895807000000,1.8958
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2019,Quý 3,1808407000000,1.8084
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2019,Quý 4,1890098000000,1.8901
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2020,Quý 1,1323540000000,1.3235
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2020,Quý 2,1717914000000,1.7179
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2020,Quý 3,1855448000000,1.8554
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2020,Quý 4,2321304000000,2.3213
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2018,Quý 1,2928855000000,2.9289
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2018,Quý 2,3162140000000,3.1621
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2018,Quý 3,3626605000000,3.6266
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2018,Quý 4,3424000000000,3.424
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2020,Quý 1,4388151000000,4.3882
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2020,Quý 2,2576359000000,2.5764
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2020,Quý 3,4094800000000,4.0948
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2020,Quý 4,4932784000000,4.9328
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Phú Thọ,2019,Quý 1,1389054000000,1.3891
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Phú Thọ,2019,Quý 2,1982416000000,1.9824
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Phú Thọ,2019,Quý 3,2294100000000,2.2941
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Phú Thọ,2019,Quý 4,1439150000000,1.4391
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2018,Quý 1,4085048000000,4.085
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2018,Quý 2,5301243000000,5.3012
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2018,Quý 3,5376981000000,5.377
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2018,Quý 4,5339945000000,5.3399
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2019,Quý 1,4885962000000,4.886
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2019,Quý 2,4640828000000,4.6408
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2019,Quý 3,4060413000000,4.0604
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2019,Quý 4,7071098212000,7.0711
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2022,Quý 1,8638149000000,8.6381
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2022,Quý 2,8105318000000,8.1053
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2022,Quý 3,6244459000000,6.2445
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2022,Quý 4,11179051000000,11.1791
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2023,Quý 1,7235904000000,7.2359
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2023,Quý 2,5369556000000,5.3696
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2023,Quý 3,5655526000000,5.6555
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2023,Quý 4,10371483000000,10.3715
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2018,Quý 1,10254584000000,10.2546
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2018,Quý 2,10829627000000,10.8296
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2018,Quý 3,9014710000000,9.0147
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2018,Quý 4,10621709000000,10.6217
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2019,Quý 1,12234346000000,12.2343
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2019,Quý 2,11302861000000,11.3029
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2019,Quý 3,10814360000000,10.8144
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2019,Quý 4,11822061000000,11.8221
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2020,Quý 1,13274336000000,13.2743
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2020,Quý 2,11640130000000,11.6401
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2020,Quý 3,11087024000000,11.087
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2020,Quý 4,13498516000000,13.4985
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2021,Quý 1,10874786000000,10.8748
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2021,Quý 2,12250063000000,12.2501
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2021,Quý 3,10402627000000,10.4026
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2021,Quý 4,17536524000000,17.5365
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2021,Quý 1,1041828000000,1.0418
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2021,Quý 2,1604426000000,1.6044
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2021,Quý 3,1488241000000,1.4882
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2021,Quý 4,945893000000,0.9459
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2023,Quý 1,863833000000,0.8638
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2023,Quý 2,969196000000,0.9692
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2023,Quý 3,806556000000,0.8066
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2023,Quý 4,1160415000000,1.1604
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2018,Quý 1,3063018000000,3.063
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2018,Quý 2,4106110000000,4.1061
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2018,Quý 3,6182259000000,6.1823
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2018,Quý 4,8479413000000,8.4794
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2019,Quý 1,6106491000000,6.1065
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2019,Quý 2,7679917000000,7.6799
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2019,Quý 3,5940996000000,5.941
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2019,Quý 4,7631403000000,7.6314
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2020,Quý 1,7406301000000,7.4063
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2020,Quý 2,7079189000000,7.0792
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2020,Quý 3,6732660000000,6.7327
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2020,Quý 4,7748850000000,7.7489
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2019,Quý 1,3715335000000,3.7153
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2019,Quý 2,3257348000000,3.2573
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2019,Quý 3,3004147000000,3.0041
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2019,Quý 4,5030328000000,5.0303
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2020,Quý 1,3551948000000,3.5519
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2020,Quý 2,3745531000000,3.7455
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2020,Quý 3,3049006000000,3.049
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2020,Quý 4,5208515000000,5.2085
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2023,Quý 1,5715546000000,5.7155
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2023,Quý 2,3794582000000,3.7946
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2023,Quý 3,3907353000000,3.9074
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2023,Quý 4,5122519000000,5.1225
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2018,Quý 1,436568000000,0.4366
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2018,Quý 2,493394000000,0.4934
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2018,Quý 3,489044000000,0.489
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2018,Quý 4,544827000000,0.5448
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2019,Quý 1,455878000000,0.4559
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2019,Quý 2,551472000000,0.5515
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2019,Quý 3,496772000000,0.4968
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2019,Quý 4,668599000000,0.6686
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2020,Quý 1,500758000000,0.5008
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2020,Quý 2,467987000000,0.468
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2020,Quý 3,529892000000,0.5299
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2020,Quý 4,884458000000,0.8845
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2021,Quý 1,710730000000,0.7107
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2021,Quý 2,523356000000,0.5234
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2021,Quý 3,538064000000,0.5381
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2021,Quý 4,846170000000,0.8462
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2019,Quý 1,2841667000000,2.8417
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2019,Quý 2,2362853000000,2.3629
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2019,Quý 3,1987895000000,1.9879
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2019,Quý 4,2173585000000,2.1736
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2020,Quý 1,2818779000000,2.8188
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2020,Quý 2,2233266000000,2.2333
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2020,Quý 3,2209548000000,2.2095
THU NSNN trên địa bàn,B60,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2020,Quý 4,2788407000000,2.7884
