mat,bieu,series,tinh,nam,ky,vnd,nghin_ty
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,TP Hồ Chí Minh,2021,Năm,69092340000000,69.0923
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,TP Hồ Chí Minh,2020,Năm,91560859000000,91.5609
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,TP Hồ Chí Minh,2019,Năm,85313505000000,85.3135
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Hưng Yên,2022,Năm,19525000000000,19.525
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Hưng Yên,2022,Năm,15437091000000,15.4371
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Hưng Yên,2021,Năm,16733900000000,16.7339
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Hưng Yên,2021,Năm,9309705000000,9.3097
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Hưng Yên,2019,Năm,12865000000000,12.865
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Hưng Yên,2019,Năm,8387243000000,8.3872
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2024,Năm,16687000000000,16.687
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2024,Năm,13032040000000,13.032
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2023,Năm,15445000000000,15.445
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2023,Năm,11881637000000,11.8816
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2022,Năm,12015000000000,12.015
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2022,Năm,9120412000000,9.1204
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2018,Năm,13814000000000,13.814
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2018,Năm,9309268000000,9.3093
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2020,Năm,17273000000000,17.273
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2020,Năm,12010132000000,12.0101
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2019,Năm,16795000000000,16.795
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Khánh Hòa,2019,Năm,10927077000000,10.9271
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lai Châu,2022,Năm,2250000000000,2.25
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lai Châu,2022,Năm,2016920000000,2.0169
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lai Châu,2021,Năm,1915000000000,1.915
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lai Châu,2021,Năm,1711540000000,1.7115
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lai Châu,2020,Năm,2150000000000,2.15
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lai Châu,2020,Năm,1917080000000,1.9171
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lai Châu,2019,Năm,2150000000000,2.15
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lai Châu,2019,Năm,1956860000000,1.9569
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lâm Đồng,2023,Năm,14500000000000,14.5
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lâm Đồng,2023,Năm,13689000000000,13.689
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lâm Đồng,2021,Năm,9300000000000,9.3
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2023,Năm,8200000000000,8.2
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2023,Năm,2025000000000,2.025
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2021,Năm,5835000000000,5.835
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2021,Năm,2170200000000,2.1702
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2018,Năm,6296000000000,6.296
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2018,Năm,2008800000000,2.0088
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2020,Năm,6150100000000,6.1501
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2020,Năm,2527600000000,2.5276
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2019,Năm,5451000000000,5.451
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lạng Sơn,2019,Năm,2402126000000,2.4021
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lào Cai,2023,Năm,12000000000000,12.0
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Lào Cai,2023,Năm,9198350000000,9.1983
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2023,Năm,15857473000000,15.8575
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2023,Năm,13395473000000,13.3955
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2022,Năm,14997000000000,14.997
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2022,Năm,12256500000000,12.2565
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2021,Năm,14032300000000,14.0323
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2021,Năm,12559900000000,12.5599
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2018,Năm,12691000000000,12.691
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2018,Năm,10488200000000,10.4882
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2020,Năm,15216000000000,15.216
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2019,Năm,13498000000000,13.498
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Nghệ An,2019,Năm,10817000000000,10.817
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Ninh Bình,2024,Năm,18613500000000,18.6135
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Ninh Bình,2024,Năm,13668932000000,13.6689
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Ninh Bình,2022,Năm,20018000000000,20.018
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Ninh Bình,2022,Năm,14501118000000,14.5011
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Ninh Bình,2021,Năm,18620200000000,18.6202
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Ninh Bình,2021,Năm,11660100000000,11.6601
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2024,Năm,25550600000000,25.5506
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2024,Năm,16370720000000,16.3707
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2023,Năm,23886700000000,23.8867
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2023,Năm,14479818000000,14.4798
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2022,Năm,24293100000000,24.2931
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2022,Năm,15927762000000,15.9278
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2021,Năm,18097000000000,18.097
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2021,Năm,11287315000000,11.2873
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2018,Năm,14655000000000,14.655
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2020,Năm,10126000000000,10.126
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2020,Năm,8719520000000,8.7195
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2019,Năm,20000000000000,20.0
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ngãi,2019,Năm,14989151000000,14.9892
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2022,Năm,52600000000000,52.6
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2022,Năm,31365640000000,31.3656
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2021,Năm,51000000000000,51.0
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2021,Năm,30294791000000,30.2948
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2018,Năm,36360000000000,36.36
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2018,Năm,23371884000000,23.3719
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2020,Năm,48000000000000,48.0
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2020,Năm,29051785000000,29.0518
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2019,Năm,41500000000000,41.5
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Ninh,2019,Năm,26028176000000,26.0282
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Trị,2024,Năm,3901000000000,3.901
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Trị,2024,Năm,2765900000000,2.7659
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Trị,2022,Năm,4150000000000,4.15
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Trị,2022,Năm,3131110000000,3.1311
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Trị,2021,Năm,3450000000000,3.45
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Trị,2018,Năm,2597000000000,2.597
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Quảng Trị,2018,Năm,1984820000000,1.9848
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Sơn La,2018,Năm,4694500000000,4.6945
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Sơn La,2018,Năm,4650000000000,4.65
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Sơn La,2020,Năm,5030500000000,5.0305
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Sơn La,2020,Năm,4651060000000,4.6511
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Sơn La,2019,Năm,4694500000000,4.6945
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Sơn La,2019,Năm,4650000000000,4.65
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2022,Năm,10020000000000,10.02
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2022,Năm,8219950000000,8.22
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2021,Năm,10500000000000,10.5
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2021,Năm,8909457000000,8.9095
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2018,Năm,6907000000000,6.907
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2018,Năm,5854500000000,5.8545
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2020,Năm,10000000000000,10.0
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2020,Năm,8645150000000,8.6451
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2019,Năm,8000000000000,8.0
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tây Ninh,2019,Năm,6743343000000,6.7433
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thái Nguyên,2024,Năm,19515000000000,19.515
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thái Nguyên,2024,Năm,16187160000000,16.1872
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thái Nguyên,2021,Năm,15600000000000,15.6
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thái Nguyên,2021,Năm,11968040000000,11.968
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thái Nguyên,2018,Năm,13112000000000,13.112
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thái Nguyên,2020,Năm,15555000000000,15.555
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thái Nguyên,2020,Năm,12096723000000,12.0967
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thái Nguyên,2019,Năm,15000000000000,15.0
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thái Nguyên,2019,Năm,11673300000000,11.6733
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thanh Hóa,2022,Năm,28143000000000,28.143
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thanh Hóa,2022,Năm,16182650000000,16.1826
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thanh Hóa,2021,Năm,26572100000000,26.5721
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Thanh Hóa,2021,Năm,13181600000000,13.1816
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tuyên Quang,2022,Năm,2784000000000,2.784
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tuyên Quang,2022,Năm,2478000000000,2.478
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tuyên Quang,2020,Năm,2309000000000,2.309
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tuyên Quang,2020,Năm,1945517000000,1.9455
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tuyên Quang,2019,Năm,2080000000000,2.08
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Tuyên Quang,2019,Năm,1756146000000,1.7561
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2024,Năm,5947500000000,5.9475
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2024,Năm,5681000000000,5.681
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2022,Năm,6503000000000,6.503
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2022,Năm,4646400000000,4.6464
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2021,Năm,7442030000000,7.442
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2021,Năm,5089230000000,5.0892
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2018,Năm,5770130000000,5.7701
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2018,Năm,4834170000000,4.8342
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2020,Năm,7160220000000,7.1602
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2020,Năm,5459520000000,5.4595
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2019,Năm,6170930000000,6.1709
THU  dự toán,B48,DỰ TOÁN/TỔNG THU NSNN,Vĩnh Long,2019,Năm,4821510000000,4.8215
CHI  dự toán,B46,DỰ TOÁN,An Giang,2021,Năm,14937855000000,14.9379
CHI  dự toán,B46,DỰ TOÁN,An Giang,2020,Năm,14927460000000,14.9275
CHI  dự toán,B46,DỰ TOÁN,An Giang,2019,Năm,13456673000000,13.4567
CHI  dự toán,B46,DỰ TOÁN,Bắc Ninh,2021,Năm,19055827000000,19.0558
CHI  dự toán,B46,DỰ TOÁN,Cà Mau,2024,Năm,12579861000000,12.5799
CHI  dự toán,B46,DỰ TOÁN,Cà Mau,2022,Năm,10640128000000,10.6401
CHI  dự toán,B46,DỰ TOÁN,Cà Mau,2021,Năm,10610073000000,10.6101
CHI  dự toán,B46,DỰ TOÁN,Cần Thơ,2024,Năm,17476910000000,17.4769
CHI  dự toán,B46,DỰ TOÁN,Cần Thơ,2021,Năm,14639856000000,14.6399
CHI  dự toán,B46,DỰ TOÁN,Cần Thơ,2020,Năm,14066172000000,14.0662
CHI  dự toán,B46,DỰ TOÁN,Cần Thơ,2019,Năm,11443578000000,11.4436
CHI  dự toán,B46,DỰ TOÁN,Cao Bằng,2022,Năm,10947470000000,10.9475
CHI  dự toán,B46,DỰ TOÁN,Cao Bằng,2021,Năm,9560532000000,9.5605
CHI  dự toán,B46,DỰ TOÁN,Cao Bằng,2018,Năm,9781914000000,9.7819
CHI  dự toán,B46,DỰ TOÁN,Cao Bằng,2020,Năm,11138344000000,11.1383
CHI  dự toán,B46,DỰ TOÁN,Cao Bằng,2019,Năm,9536433000000,9.5364
CHI  dự toán,B46,DỰ TOÁN,Đà Nẵng,2024,Năm,18597230000000,18.5972
CHI  dự toán,B46,DỰ TOÁN,Đà Nẵng,2022,Năm,16355352000000,16.3554
CHI  dự toán,B46,DỰ TOÁN,Đà Nẵng,2021,Năm,17590938000000,17.5909
CHI  dự toán,B46,DỰ TOÁN,Đà Nẵng,2018,Năm,18680464000000,18.6805
CHI  dự toán,B46,DỰ TOÁN,Đà Nẵng,2020,Năm,27347582000000,27.3476
CHI  dự toán,B46,DỰ TOÁN,Đà Nẵng,2019,Năm,18344183000000,18.3442
CHI  dự toán,B46,DỰ TOÁN,Đắk Lắk,2024,Năm,22750005000000,22.75
CHI  dự toán,B46,DỰ TOÁN,Đắk Lắk,2022,Năm,17895752000000,17.8958
CHI  dự toán,B46,DỰ TOÁN,Đắk Lắk,2021,Năm,17451693000000,17.4517
CHI  dự toán,B46,DỰ TOÁN,Đắk Lắk,2020,Năm,18424228000000,18.4242
CHI  dự toán,B46,DỰ TOÁN,Đắk Lắk,2019,Năm,18424228000000,18.4242
CHI  dự toán,B46,DỰ TOÁN,Điện Biên,2022,Năm,10899756000000,10.8998
CHI  dự toán,B46,DỰ TOÁN,Điện Biên,2021,Năm,9837177000000,9.8372
CHI  dự toán,B46,DỰ TOÁN,Điện Biên,2018,Năm,9061427000000,9.0614
CHI  dự toán,B46,DỰ TOÁN,Điện Biên,2020,Năm,10056273000000,10.0563
CHI  dự toán,B46,DỰ TOÁN,Điện Biên,2019,Năm,9116240000000,9.1162
CHI  dự toán,B46,DỰ TOÁN,Đồng Nai,2021,Năm,28709234,0.0
CHI  dự toán,B46,DỰ TOÁN,Đồng Nai,2018,Năm,26003608,0.0
CHI  dự toán,B46,DỰ TOÁN,Đồng Nai,2019,Năm,20625921,0.0
CHI  dự toán,B46,DỰ TOÁN,Đồng Tháp,2024,Năm,18627409000000,18.6274
CHI  dự toán,B46,DỰ TOÁN,Đồng Tháp,2021,Năm,14124109000000,14.1241
CHI  dự toán,B46,DỰ TOÁN,Đồng Tháp,2018,Năm,11991619000000,11.9916
CHI  dự toán,B46,DỰ TOÁN,Đồng Tháp,2020,Năm,12334250000000,12.3343
CHI  dự toán,B46,DỰ TOÁN,Gia Lai,2024,Năm,16176146000000,16.1761
CHI  dự toán,B46,DỰ TOÁN,Gia Lai,2022,Năm,13433891000000,13.4339
CHI  dự toán,B46,DỰ TOÁN,Gia Lai,2021,Năm,12562514000000,12.5625
CHI  dự toán,B46,DỰ TOÁN,Gia Lai,2018,Năm,12002230000000,12.0022
CHI  dự toán,B46,DỰ TOÁN,Hà Nội,2024,Năm,146428919000000,146.4289
CHI  dự toán,B46,DỰ TOÁN,Hà Nội,2023,Năm,105089381000000,105.0894
CHI  dự toán,B46,DỰ TOÁN,Hà Nội,2021,Năm,108592991000000,108.593
CHI  dự toán,B46,DỰ TOÁN,Hà Nội,2020,Năm,103203541000000,103.2035
CHI  dự toán,B46,DỰ TOÁN,Hà Nội,2019,Năm,101045878000000,101.0459
CHI  dự toán,B46,DỰ TOÁN,Hà Tĩnh,2024,Năm,20277144000000,20.2771
CHI  dự toán,B46,DỰ TOÁN,Hà Tĩnh,2021,Năm,20253951000000,20.254
CHI  dự toán,B46,DỰ TOÁN,Hà Tĩnh,2018,Năm,14909932000000,14.9099
CHI  dự toán,B46,DỰ TOÁN,Hải Phòng,2024,Năm,38746192000000,38.7462
CHI  dự toán,B46,DỰ TOÁN,Hải Phòng,2022,Năm,36312471000000,36.3125
CHI  dự toán,B46,DỰ TOÁN,Hải Phòng,2021,Năm,29673589000000,29.6736
CHI  dự toán,B46,DỰ TOÁN,Hải Phòng,2020,Năm,27022510000000,27.0225
CHI  dự toán,B46,DỰ TOÁN,Hải Phòng,2019,Năm,22388695000000,22.3887
CHI  dự toán,B46,DỰ TOÁN,TP Hồ Chí Minh,2024,Năm,149976789000000,149.9768
CHI  dự toán,B46,DỰ TOÁN,TP Hồ Chí Minh,2022,Năm,99669494000000,99.6695
CHI  dự toán,B46,DỰ TOÁN,TP Hồ Chí Minh,2021,Năm,97002164000000,97.0022
CHI  dự toán,B46,DỰ TOÁN,TP Hồ Chí Minh,2020,Năm,102048059000000,102.0481
CHI  dự toán,B46,DỰ TOÁN,TP Hồ Chí Minh,2019,Năm,88870105000000,88.8701
CHI  dự toán,B46,DỰ TOÁN,Hưng Yên,2022,Năm,16751333000000,16.7513
CHI  dự toán,B46,DỰ TOÁN,Hưng Yên,2021,Năm,9987781000000,9.9878
CHI  dự toán,B46,DỰ TOÁN,Hưng Yên,2019,Năm,9171417000000,9.1714
CHI  dự toán,B46,DỰ TOÁN,Khánh Hòa,2024,Năm,17196618000000,17.1966
CHI  dự toán,B46,DỰ TOÁN,Khánh Hòa,2022,Năm,10629756000000,10.6298
CHI  dự toán,B46,DỰ TOÁN,Khánh Hòa,2018,Năm,10035431000000,10.0354
CHI  dự toán,B46,DỰ TOÁN,Khánh Hòa,2020,Năm,12908230000000,12.9082
CHI  dự toán,B46,DỰ TOÁN,Khánh Hòa,2019,Năm,12113589000000,12.1136
CHI  dự toán,B46,DỰ TOÁN,Lai Châu,2023,Năm,10625950000000,10.6259
CHI  dự toán,B46,DỰ TOÁN,Lai Châu,2022,Năm,7816559000000,7.8166
CHI  dự toán,B46,DỰ TOÁN,Lai Châu,2021,Năm,7649720000000,7.6497
CHI  dự toán,B46,DỰ TOÁN,Lai Châu,2018,Năm,7728775000000,7.7288
CHI  dự toán,B46,DỰ TOÁN,Lai Châu,2020,Năm,8550773000000,8.5508
CHI  dự toán,B46,DỰ TOÁN,Lai Châu,2019,Năm,7883230000000,7.8832
CHI  dự toán,B46,DỰ TOÁN,Lâm Đồng,2023,Năm,19588407000000,19.5884
CHI  dự toán,B46,DỰ TOÁN,Lâm Đồng,2021,Năm,15377685000000,15.3777
CHI  dự toán,B46,DỰ TOÁN,Lâm Đồng,2020,Năm,14433500000000,14.4335
CHI  dự toán,B46,DỰ TOÁN,Lạng Sơn,2023,Năm,13592487000000,13.5925
CHI  dự toán,B46,DỰ TOÁN,Lạng Sơn,2021,Năm,10737348000000,10.7373
CHI  dự toán,B46,DỰ TOÁN,Lạng Sơn,2018,Năm,10029012000000,10.029
CHI  dự toán,B46,DỰ TOÁN,Lào Cai,2023,Năm,18174517000000,18.1745
CHI  dự toán,B46,DỰ TOÁN,Lào Cai,2021,Năm,13789000000000,13.789
CHI  dự toán,B46,DỰ TOÁN,Lào Cai,2020,Năm,15640505000000,15.6405
CHI  dự toán,B46,DỰ TOÁN,Lào Cai,2019,Năm,13144774000000,13.1448
CHI  dự toán,B46,DỰ TOÁN,Nghệ An,2024,Năm,35847440000000,35.8474
CHI  dự toán,B46,DỰ TOÁN,Nghệ An,2022,Năm,31060308000000,31.0603
CHI  dự toán,B46,DỰ TOÁN,Nghệ An,2021,Năm,25716563000000,25.7166
CHI  dự toán,B46,DỰ TOÁN,Nghệ An,2018,Năm,23779800000000,23.7798
CHI  dự toán,B46,DỰ TOÁN,Nghệ An,2020,Năm,27118850000000,27.1188
CHI  dự toán,B46,DỰ TOÁN,Nghệ An,2019,Năm,23779800000000,23.7798
CHI  dự toán,B46,DỰ TOÁN,Ninh Bình,2024,Năm,18170139000000,18.1701
CHI  dự toán,B46,DỰ TOÁN,Ninh Bình,2022,Năm,16306380000000,16.3064
CHI  dự toán,B46,DỰ TOÁN,Ninh Bình,2021,Năm,15356717000000,15.3567
CHI  dự toán,B46,DỰ TOÁN,Ninh Bình,2020,Năm,12515813000000,12.5158
CHI  dự toán,B46,DỰ TOÁN,Quảng Ngãi,2023,Năm,17769534000000,17.7695
CHI  dự toán,B46,DỰ TOÁN,Quảng Ngãi,2022,Năm,17471289000000,17.4713
CHI  dự toán,B46,DỰ TOÁN,Quảng Ngãi,2021,Năm,14047514000000,14.0475
CHI  dự toán,B46,DỰ TOÁN,Quảng Ngãi,2018,Năm,13833686000000,13.8337
CHI  dự toán,B46,DỰ TOÁN,Quảng Ngãi,2020,Năm,15691045000000,15.691
CHI  dự toán,B46,DỰ TOÁN,Quảng Ngãi,2019,Năm,16506979000000,16.507
CHI  dự toán,B46,DỰ TOÁN,Quảng Ninh,2022,Năm,32449064000000,32.4491
CHI  dự toán,B46,DỰ TOÁN,Quảng Ninh,2021,Năm,32683541000000,32.6835
CHI  dự toán,B46,DỰ TOÁN,Quảng Ninh,2018,Năm,23371884000000,23.3719
CHI  dự toán,B46,DỰ TOÁN,Quảng Ninh,2020,Năm,28590692000000,28.5907
CHI  dự toán,B46,DỰ TOÁN,Quảng Ninh,2019,Năm,26265209000000,26.2652
CHI  dự toán,B46,DỰ TOÁN,Quảng Trị,2024,Năm,9376646000000,9.3766
CHI  dự toán,B46,DỰ TOÁN,Quảng Trị,2022,Năm,9441840000000,9.4418
CHI  dự toán,B46,DỰ TOÁN,Quảng Trị,2021,Năm,9161970000000,9.162
CHI  dự toán,B46,DỰ TOÁN,Quảng Trị,2018,Năm,7595565000000,7.5956
CHI  dự toán,B46,DỰ TOÁN,Quảng Trị,2019,Năm,7906788000000,7.9068
CHI  dự toán,B46,DỰ TOÁN,Sơn La,2018,Năm,13734324000000,13.7343
CHI  dự toán,B46,DỰ TOÁN,Sơn La,2020,Năm,15046408000000,15.0464
CHI  dự toán,B46,DỰ TOÁN,Sơn La,2019,Năm,13734324000000,13.7343
CHI  dự toán,B46,DỰ TOÁN,Tây Ninh,2022,Năm,10397987000000,10.398
CHI  dự toán,B46,DỰ TOÁN,Tây Ninh,2021,Năm,11544800000000,11.5448
CHI  dự toán,B46,DỰ TOÁN,Tây Ninh,2018,Năm,8445500000000,8.4455
CHI  dự toán,B46,DỰ TOÁN,Tây Ninh,2020,Năm,11123500000000,11.1235
CHI  dự toán,B46,DỰ TOÁN,Tây Ninh,2019,Năm,8800000000000,8.8
CHI  dự toán,B46,DỰ TOÁN,Thái Nguyên,2024,Năm,20400000000000,20.4
CHI  dự toán,B46,DỰ TOÁN,Thái Nguyên,2022,Năm,18597386000000,18.5974
